STATE,REGION,COUNTY,FIPSCODE,CCBP_RATE_SOGS_PER_1000,ACS_PER_CAPITA_INCOME,ACS_PCT_PERSON_INC99
Georgia,South,Fannin County,13111,0.3299494079,20410.75,21.699
Georgia,South,Fayette County,13113,0.157343775,36546.5,7.82925
Georgia,South,Floyd County,13115,0.1716052123,21216.25,20.86025
Georgia,South,Forsyth County,13117,0.1678358139,35770.5,7.02025
Georgia,South,Franklin County,13119,0.202679328,18215.25,22.20925
Georgia,South,Fulton County,13121,0.205349799,37652.75,17.48675
Georgia,South,Gilmer County,13123,0.2474557558,21809,21.50175
Georgia,South,Glynn County,13127,0.235692559,26937.75,19.06575
Georgia,South,Gordon County,13129,0.2090566811,19622,20.58025
Georgia,South,Grady County,13131,0.1994584908,16684.25,30.36625
Georgia,South,Greene County,13133,0.347508872,28925.25,24.3735
Georgia,South,Gwinnett County,13135,0.1670120472,26143,13.6245
Georgia,South,Habersham County,13137,0.1546251175,18980.75,18.68775
Georgia,South,Hall County,13139,0.1793541415,23896.75,18.404
Georgia,South,Hancock County,13141,0.2303956302,12824.5,31.20575
Georgia,South,Haralson County,13143,0.1575686625,20708.75,21.0725
Georgia,South,Harris County,13145,0.1365008678,31143.25,8.58725
Georgia,South,Hart County,13147,0.1573274567,20712.75,23.2895
Georgia,South,Heard County,13149,0.08635248812,19510,21.1505
Georgia,South,Henry County,13151,0.1291376172,25286.25,12.234
Georgia,South,Houston County,13153,0.1004963284,24866.25,16.73725
Georgia,South,Irwin County,13155,0.1085345889,18227.75,23.60425
Georgia,South,Jackson County,13157,0.1145574176,23452.25,14.529
Georgia,South,Jasper County,13159,0.1467906736,21019.5,21.14175
Georgia,South,Jeff Davis County,13161,0.2835248743,18002.25,23.01175
Georgia,South,Jefferson County,13163,0.3586887815,15646.5,30.7475
Georgia,South,Jenkins County,13165,0.1394213735,17892.5,30.3185
Georgia,South,Johnson County,13167,0.1788936764,16883,23.3385
Georgia,South,Jones County,13169,0.0787758808,25654.5,15.636
Georgia,South,Lamar County,13171,0.2057473839,19074.25,20.7585
Georgia,South,Lanier County,13173,0.144749957,17053.75,28.02825
Georgia,South,Laurens County,13175,0.1735689087,19161.75,26.411
Georgia,South,Lee County,13177,0.1802753123,27354.25,11.83325
Georgia,South,Liberty County,13179,0.1082999222,20237.25,17.881
Georgia,South,Lincoln County,13181,0.1292320837,22043.75,25.305
Georgia,South,Long County,13183,0.05761261297,18176.5,17.9605
Georgia,South,Lowndes County,13185,0.112282708,19462.75,25.24625
Georgia,South,Lumpkin County,13187,0.09624042432,21254.5,19.66825
Georgia,South,Mcduffie County,13189,0.1512225471,18806.75,24.25375
Georgia,South,Mcintosh County,13191,0.1424021501,23120.75,18.6055
Georgia,South,Macon County,13193,0.2732792358,13720.25,30.29425
Georgia,South,Madison County,13195,0.1405594869,20835,17.3945
Georgia,South,Marion County,13197,0.2632675606,18374.5,21.38225
Georgia,South,Meriwether County,13199,0.4016021177,18736.75,22.60475
Georgia,South,Miller County,13201,0.3394987552,20078,25.56575
Georgia,South,Mitchell County,13205,0.3197860898,15391.25,28.75725
Georgia,South,Monroe County,13207,0.1310096242,25169,13.28875
Georgia,South,Montgomery County,13209,0.1115266782,17592.75,24.3545
Georgia,South,Morgan County,13211,0.09809116422,25419.5,14.55025
Georgia,South,Murray County,13213,0.120835698,16957.25,20.499
Georgia,South,Muscogee County,13215,0.2016980384,23282.5,20.2855
Georgia,South,Newton County,13217,0.1729699948,21872.5,16.50525
Georgia,South,Oconee County,13219,0.1483672859,34617.25,7.9715
Georgia,South,Oglethorpe County,13221,0.06848898353,21273,16.21825
Georgia,South,Paulding County,13223,0.0898519196,24905.25,11.871
Georgia,South,Peach County,13225,0.1849751243,20280.5,22.57125
Georgia,South,Pickens County,13227,0.1667312765,27371.75,11.44825
Georgia,South,Pierce County,13229,0.1705804387,21672.75,21.04975
Georgia,South,Pike County,13231,0.09825751912,23198.5,12.0015
Georgia,South,Polk County,13233,0.2185632795,19746,21.39425
Georgia,South,Pulaski County,13235,0.174859355,17600.75,18.132
Georgia,South,Putnam County,13237,0.1408523184,25539,15.5835
Georgia,South,Quitman County,13239,0.4326768479,16419.5,26.199
Georgia,South,Rabun County,13241,0.2151344744,23087.75,22.1525
Georgia,South,Randolph County,13243,0.138804059,23601.75,29.20625
Georgia,South,Richmond County,13245,0.162514902,20672.5,25.2065
Georgia,South,Rockdale County,13247,0.2254186557,23121.75,16.078
Georgia,South,Schley County,13249,0.1935682663,20186.75,22.4425
Georgia,South,Screven County,13251,0.2134926081,18922,25.53275
Georgia,South,Seminole County,13253,0.6084966018,19488.75,21.529
Georgia,South,Spalding County,13255,0.1917748656,19731.5,22.58825
Georgia,South,Stephens County,13257,0.1861310127,19576.75,19.51725
Georgia,South,Stewart County,13259,0.170129911,13549,36.40275
Georgia,South,Sumter County,13261,0.2023548105,17902,32.66825
Georgia,South,Talbot County,13263,0.1541505507,18718.75,20.1935
Georgia,South,Tattnall County,13267,0.1671047937,15161.5,28.389
Georgia,South,Taylor County,13269,0.2100221997,17141.75,28.1695
Georgia,South,Telfair County,13271,0.2443323098,12310,28.801
Georgia,South,Terrell County,13273,0.6373122605,16729,33.909
Georgia,South,Thomas County,13275,0.1561766107,20567,24.415
Georgia,South,Tift County,13277,0.2226086455,19803.25,28.0955
Georgia,South,Toombs County,13279,0.1565267015,19313,26.0605
Georgia,South,Towns County,13281,0.2688873537,20672,16.73425
Georgia,South,Treutlen County,13283,0.2221039373,20621.75,21.5355
Georgia,South,Troup County,13285,0.209012026,21582.5,22.081
Georgia,South,Union County,13291,0.2166229587,22244,15.38625
Georgia,South,Upson County,13293,0.2760157381,18571.5,22.4215
Georgia,South,Walker County,13295,0.1130246919,21087.25,17.57975
Georgia,South,Walton County,13297,0.09948275969,23394.25,13.903
Georgia,South,Ware County,13299,0.1617855388,18419.75,26.94575
Georgia,South,Warren County,13301,0.1844035619,17945.75,28.86525
Georgia,South,Washington County,13303,0.09732326901,17948,26.1255
Georgia,South,Wayne County,13305,0.09208304318,18090.75,21.4495
Georgia,South,Webster County,13307,0.3800034496,19105.75,22.99275
Georgia,South,Wheeler County,13309,0.1256116947,8782,27.3925
Georgia,South,White County,13311,0.1239418528,21962,19.3305
Georgia,South,Whitfield County,13313,0.2173938474,20283,19.74375
Georgia,South,Wilkes County,13317,0.3031231871,18098.5,28.00925
Georgia,South,Wilkinson County,13319,0.4077962854,18121.5,19.92425
Georgia,South,Worth County,13321,0.09587312492,19107.25,20.08875
Hawaii,West,Hawaii County,15001,0.2258958764,24851.25,18.9405
Hawaii,West,Honolulu County,15003,0.1898117987,31082.75,9.68675
Hawaii,West,Kauai County,15007,0.2973913384,27492.25,10.80775
Hawaii,West,Maui County,15009,0.2616283663,29819.75,10.701
Idaho,West,Ada County,16001,0.1041028613,28676.75,12.6165
Idaho,West,Adams County,16003,0.344089503,21349.66667,14.68333333
Idaho,West,Bannock County,16005,0.1220570702,21925.25,17.16525
Idaho,West,Bear Lake County,16007,0.3378440023,22416,13.383
Idaho,West,Benewah County,16009,0.3326042936,21080.25,15.9145
Idaho,West,Bingham County,16011,0.121558189,19720.5,13.99775
Idaho,West,Blaine County,16013,0.2196584172,34644.75,10.549
Idaho,West,Boise County,16015,0.2904422454,26358.75,15.2695
Idaho,West,Bonner County,16017,0.3079765636,24010.5,15.2675
Idaho,West,Bonneville County,16019,0.08441914109,23658,12.488
Idaho,West,Boundary County,16021,0.4008723451,20885.75,16.1505
Idaho,West,Butte County,16023,0.3824224891,22407.5,16.13325
Idaho,West,Camas County,16025,0.9415833078,23758.75,18.75475
Idaho,West,Canyon County,16027,0.1122302551,18065.75,19.7435
Idaho,West,Caribou County,16029,0.441506552,24545.75,8.8545
Idaho,West,Cassia County,16031,0.223730768,18188.75,15.481
Idaho,West,Clearwater County,16035,0.4949184745,20451.25,12.9955
Idaho,West,Custer County,16037,1.089599012,23246.75,19.04225
Idaho,West,Elmore County,16039,0.1531812899,21258.25,16.89025
Idaho,West,Franklin County,16041,0.1539187389,18538.5,12.82525
Idaho,West,Fremont County,16043,0.1556409333,20080.25,11.6775
Idaho,West,Gem County,16045,0.05983199458,19836,19.126
Idaho,West,Gooding County,16047,0.3301550243,19361,19.419
Idaho,West,Idaho County,16049,0.2766579995,19457.5,16.376
Idaho,West,Jefferson County,16051,0.07360898357,19841,12.65425
Idaho,West,Jerome County,16053,0.05410569075,17644.5,17.26125
Idaho,West,Kootenai County,16055,0.1383677507,25533.25,13.02675
Idaho,West,Latah County,16057,0.1811441129,22595,21.3915
Idaho,West,Lemhi County,16059,0.6799983421,23065.75,20.09375
Idaho,West,Lewis County,16061,1.04886582,21298.25,17.04225
Idaho,West,Lincoln County,16063,0.3761187079,17075.25,14.5695
Idaho,West,Madison County,16065,0.07242782729,15073.75,34.9485
Idaho,West,Minidoka County,16067,0.06114863997,20653,16.09775
Idaho,West,Nez Perce County,16069,0.2691172358,24795.75,12.0655
Idaho,West,Oneida County,16071,0.2356089382,19842,14.9335
Idaho,West,Owyhee County,16073,0.2427651125,16916.75,25.68175
Idaho,West,Payette County,16075,0.1976572087,20471.5,18.98375
Idaho,West,Power County,16077,0.1295043038,18794,13.26325
Idaho,West,Shoshone County,16079,0.5211575528,21104.75,17.56225
Idaho,West,Teton County,16081,0.1873954734,24803.5,11.5355
Idaho,West,Twin Falls County,16083,0.2017947659,21247.5,15.5725
Idaho,West,Valley County,16085,0.5025938891,25440,12.6185
Idaho,West,Washington County,16087,0.2010410913,19406,16.03
Illinois,Midwest,Adams County,17001,0.1496894551,24724.25,14.0245
Illinois,Midwest,Alexander County,17003,0.2910253981,14616.75,34.00875
Illinois,Midwest,Bond County,17005,0.08801264545,23238.5,15.89075
Illinois,Midwest,Boone County,17007,0.1071767247,26458.25,11.3125
Illinois,Midwest,Brown County,17009,0.1842951275,20990,11.21475
Illinois,Midwest,Bureau County,17011,0.1409928048,26982,12.296
Illinois,Midwest,Calhoun County,17013,0.6104013713,26279.5,12.20825
Illinois,Midwest,Carroll County,17015,0.2034439499,26963.5,12.698
Illinois,Midwest,Cass County,17017,0.4050307159,23738,13.7635
Illinois,Midwest,Champaign County,17019,0.1714182405,26312.75,22.34925
Illinois,Midwest,Christian County,17021,0.2229568357,23754.25,14.479
Illinois,Midwest,Clark County,17023,0.1878986896,25226.75,14.1835
Illinois,Midwest,Clay County,17025,0.167387867,22769.75,14.34275
Illinois,Midwest,Clinton County,17027,0.2323184189,28602,9.13325
Illinois,Midwest,Coles County,17029,0.1527656569,22975.75,22.269
Illinois,Midwest,Cook County,17031,0.2844633222,30960.75,16.96925
Illinois,Midwest,Crawford County,17033,0.2465211303,25855.75,13.2695
Illinois,Midwest,Cumberland County,17035,0.2294916943,22741.25,15.1695
Illinois,Midwest,Dekalb County,17037,0.1055147555,24199,18.68525
Illinois,Midwest,De Witt County,17039,0.2003663395,27918.25,12.88575
Illinois,Midwest,Douglas County,17041,0.5169242817,24956.5,10.7825
Illinois,Midwest,Dupage County,17043,0.1833522249,39346,7.12925
Illinois,Midwest,Edgar County,17045,0.1693389946,24724.25,17.3305
Illinois,Midwest,Edwards County,17047,0.4553998516,22728.5,12.10275
Illinois,Midwest,Effingham County,17049,0.2048118422,27070,10.22975
Illinois,Midwest,Fayette County,17051,0.181747297,21626.25,16.874
Illinois,Midwest,Ford County,17053,0.2398964877,25619.25,12.41075
Illinois,Midwest,Franklin County,17055,0.1459807454,21182.25,19.06325
Illinois,Midwest,Fulton County,17057,0.1532627743,22604,14.501
Illinois,Midwest,Greene County,17061,0.3737892107,22202.75,15.7795
Illinois,Midwest,Grundy County,17063,0.1043949738,29504.5,9.299
Illinois,Midwest,Hamilton County,17065,0.1807619647,23384.75,15.86875
Illinois,Midwest,Hancock County,17067,0.2183257937,24716,12.21525
Illinois,Midwest,Hardin County,17069,0.2442183648,21813.75,22.107
Illinois,Midwest,Henderson County,17071,0.2871949231,26535.25,10.66025
Illinois,Midwest,Henry County,17073,0.1860405607,27285.25,11.092
Illinois,Midwest,Iroquois County,17075,0.2712467172,25364.75,15.428
Illinois,Midwest,Jackson County,17077,0.2235748865,21087.75,30.365
Illinois,Midwest,Jasper County,17079,0.1040235508,25087.75,7.67075
Illinois,Midwest,Jefferson County,17081,0.2216258949,22874.5,17.10825
Illinois,Midwest,Jersey County,17083,0.1681355056,25967,7.835
Illinois,Midwest,Jo Daviess County,17085,0.1805663134,29601.5,9.23725
Illinois,Midwest,Johnson County,17087,0.1569384469,19847.25,14.10125
Illinois,Midwest,Kane County,17089,0.1480659694,30889.25,11.26175
Illinois,Midwest,Kankakee County,17091,0.1855169915,24364,16.04025
Illinois,Midwest,Kendall County,17093,0.07791564722,31339.75,5.3985
Illinois,Midwest,Knox County,17095,0.1840761511,22386.5,17.71225
Illinois,Midwest,Lake County,17097,0.1643437662,39107.75,9.19675
Illinois,Midwest,Lasalle County,17099,0.1931287261,25840,13.0345
Illinois,Midwest,Lee County,17103,0.172609088,25684,11.122
Illinois,Midwest,Livingston County,17105,0.2517069254,25832.25,11.40375
Illinois,Midwest,Logan County,17107,0.144106935,22156.75,13.34275
Illinois,Midwest,Mcdonough County,17109,0.221983883,21171.25,23.4455
Illinois,Midwest,Mchenry County,17111,0.148811737,33445.75,7.727
Illinois,Midwest,Mclean County,17113,0.1696892445,31061.25,14.37175
Illinois,Midwest,Macon County,17115,0.1740525147,26599,18.20625
Illinois,Midwest,Macoupin County,17117,0.2276353392,25700.25,12.572
Illinois,Midwest,Madison County,17119,0.1633173698,28234.25,13.5825
Illinois,Midwest,Marion County,17121,0.1041516458,22614.75,18.32975
Illinois,Midwest,Marshall County,17123,0.271579037,27098,10.61075
Illinois,Midwest,Mason County,17125,0.143434429,24118.75,15.88775
Illinois,Midwest,Massac County,17127,0.1365115547,22959.25,18.1115
Illinois,Midwest,Menard County,17129,0.2209254275,29905.5,10.87375
Illinois,Midwest,Mercer County,17131,0.126350032,26937,10.1735
Illinois,Midwest,Monroe County,17133,0.1263470065,33351.25,5.073
Illinois,Midwest,Montgomery County,17135,0.1366809746,20230.5,14.68125
Illinois,Midwest,Morgan County,17137,0.1222625483,24736.5,14.5225
Illinois,Midwest,Moultrie County,17139,0.06791322947,24497.75,13.14025
Illinois,Midwest,Ogle County,17141,0.154671161,27362.25,10.975
Illinois,Midwest,Peoria County,17143,0.2835510593,28629.25,16.979
Illinois,Midwest,Perry County,17145,0.2203454744,21021.25,17.1875
Illinois,Midwest,Piatt County,17147,0.1826176928,32215.25,6.21075
Illinois,Midwest,Pike County,17149,0.3146646684,21477.75,14.99825
Illinois,Midwest,Pope County,17151,0.2884187428,21109.25,15.84275
Illinois,Midwest,Pulaski County,17153,0.5672520232,19322.25,18.95575
Illinois,Midwest,Putnam County,17155,0.3460023975,29433.5,11.775
Illinois,Midwest,Randolph County,17157,0.1901923849,22766.5,12.17825
Illinois,Midwest,Richland County,17159,0.2038445544,23771.75,14.73575
Illinois,Midwest,Rock Island County,17161,0.1809788089,26499,14.46475
Illinois,Midwest,St. Clair County,17163,0.1555928232,26778.5,17.80525
Illinois,Midwest,Saline County,17165,0.2956312689,21495.75,21.41225
Illinois,Midwest,Sangamon County,17167,0.1509071045,30874,14.97375
Illinois,Midwest,Schuyler County,17169,0.1387728886,23977,18.10025
Illinois,Midwest,Scott County,17171,0.1947403674,24853,13.8095
Illinois,Midwest,Shelby County,17173,0.1822626039,23504.75,11.84725
Illinois,Midwest,Stark County,17175,0.1784155785,27497.33333,11.49066667
Illinois,Midwest,Stephenson County,17177,0.1358637461,23954.5,15.54825
Illinois,Midwest,Tazewell County,17179,0.1222379,29352,8.77125
Illinois,Midwest,Union County,17181,0.230799868,22896.25,17.519
Illinois,Midwest,Vermilion County,17183,0.2077605339,22028.75,19.3315
Illinois,Midwest,Wabash County,17185,0.1937035114,24360.25,12.65875
Illinois,Midwest,Warren County,17187,0.3281323047,22745.25,15.466
Illinois,Midwest,Washington County,17189,0.5414774405,28138,11.64525
Illinois,Midwest,Wayne County,17191,0.1959535592,23658.5,15.044
Illinois,Midwest,White County,17193,0.3510162342,25590.5,14.3965
Illinois,Midwest,Whiteside County,17195,0.1360010393,25246.25,11.8275
Illinois,Midwest,Will County,17197,0.1429224803,31197.25,7.951
Illinois,Midwest,Williamson County,17199,0.2038953924,24402,15.1775
Illinois,Midwest,Winnebago County,17201,0.1909053239,25170.5,16.8255
Illinois,Midwest,Woodford County,17203,0.1474988914,31097.5,8.1875
Indiana,Midwest,Adams County,18001,0.165059273,20942,17.707
Indiana,Midwest,Allen County,18003,0.1377917155,25648,15.45
Indiana,Midwest,Bartholomew County,18005,0.1420675037,27900,12.60175
Indiana,Midwest,Benton County,18007,0.2297629715,22836.75,12.75825
Indiana,Midwest,Blackford County,18009,0.2844129416,20897.5,14.5135
Indiana,Midwest,Boone County,18011,0.1002540838,38507.75,6.57025
Indiana,Midwest,Brown County,18013,0.150078273,28419.75,13.446
Indiana,Midwest,Carroll County,18015,0.2127054582,25145.75,10.62075
Indiana,Midwest,Cass County,18017,0.1700026192,22014.75,16.06425
Indiana,Midwest,Clark County,18019,0.1181708148,25133,11.13275
Indiana,Midwest,Clay County,18021,0.207980402,21940.75,15.70375
Indiana,Midwest,Clinton County,18023,0.1771017332,22339,13.41
Indiana,Midwest,Crawford County,18025,0.1649438262,19524.25,19.38675
Indiana,Midwest,Daviess County,18027,0.1989941003,21380.25,13.0875
Indiana,Midwest,Dearborn County,18029,0.1363257644,27795.5,9.25675
Indiana,Midwest,Decatur County,18031,0.2179081999,23044,13.77275
Indiana,Midwest,Dekalb County,18033,0.1353616435,23935.75,13.261
Indiana,Midwest,Delaware County,18035,0.1054135,21239.75,22.24175
Indiana,Midwest,Dubois County,18037,0.2480161214,26183.25,8.8745
Indiana,Midwest,Elkhart County,18039,0.1868529216,21679,15.9705
